tconst,titleType,title,year,runtimeMinutes,genres,averageRating,actors,directors,combined_features
tt0167780,movie,Blvd.,1995,,[],9.2,"['Vincent Aniceto', 'Joe Estevez', 'Kristian Hans Horn', 'Jason Loughridge', 'Jered Miao', 'Rich Mori']",['Nick Jungers'],Blvd.  Nick Jungers Vincent Aniceto Joe Estevez Kristian Hans Horn Jason Loughridge Jered Miao Rich Mori
tt0196175,movie,The Tulkus,1993,,['Documentary'],9.2,[],['Pan Nalin'],The Tulkus Documentary Pan Nalin 
tt3807084,movie,The Werewolf of Glenslake,2014,,['Horror'],9.2,"['Chris Barbis', 'Nigel Barrow', 'Mike Chandler', 'James Ciccone', 'Marc Anthony Ciccone', 'Rose Ciccone', 'Steve Ciccone', 'Steve Ciccone', 'Steve Ciccone', 'Jeannie Hines Clinton', 'Vicki Crosta']",['Stephen White Mamba Ciccone'],The Werewolf of Glenslake Horror Stephen White Mamba Ciccone Chris Barbis Nigel Barrow Mike Chandler James Ciccone Marc Anthony Ciccone Rose Ciccone Steve Ciccone Steve Ciccone Steve Ciccone Jeannie Hines Clinton Vicki Crosta
tt0325853,movie,Muktir Gaan,1995,80.0,['Documentary'],9.2,[],"['Catherine Masud', 'Tareque Masud']",Muktir Gaan Documentary Catherine Masud Tareque Masud 
tt0269509,movie,Malfunction,2001,,[],9.2,"['Al Thompson', 'Kevin Thoms', 'Tom Erb', 'Sean Simms', 'Matthew Sean Blumm']",['Paul Francis'],Malfunction  Paul Francis Al Thompson Kevin Thoms Tom Erb Sean Simms Matthew Sean Blumm
tt4264148,movie,Le Monde de Gaston Rébuffat,2009,52.0,"['Biography', 'Documentary']",9.2,[],"['Gilles Chappaz', 'Denis Steinberg']",Le Monde de Gaston Rébuffat Biography Documentary Gilles Chappaz Denis Steinberg 
tt3450432,movie,Send My Mail to Nashville,2013,96.0,"['Biography', 'Documentary', 'Music']",9.2,[],['Stacey K. Black'],Send My Mail to Nashville Biography Documentary Music Stacey K. Black 
tt5703108,movie,Putas - Ley de Vida -,2016,61.0,"['Documentary', 'Drama', 'Reality-TV']",9.2,"['Antonino Augello', 'Emanuele Basile', 'Mirko Caggioni', 'Emiliano Defrancesco', 'Alec Di Gabriel', 'Mirko Fascia', 'Giuseppe Livia', 'Moreno Lopes']",['Domi Cutrona'],Putas - Ley de Vida - Documentary Drama Reality-TV Domi Cutrona Antonino Augello Emanuele Basile Mirko Caggioni Emiliano Defrancesco Alec Di Gabriel Mirko Fascia Giuseppe Livia Moreno Lopes
tt3442724,movie,Take Willy with Ya,1989,,['Documentary'],9.2,"['Rex Allen', 'John A. Bascom']",['Michael Amundsen'],Take Willy with Ya Documentary Michael Amundsen Rex Allen John A. Bascom
tt4943040,movie,Making It,2016,82.0,['Comedy'],9.2,"['Seamus Hughes', 'John Fraher', 'Ian Flavin', 'Christopher Garrett', 'John Hogan', 'Ronan Magee']",['Eamonn Norris'],Making It Comedy Eamonn Norris Seamus Hughes John Fraher Ian Flavin Christopher Garrett John Hogan Ronan Magee
tt5713030,movie,Thanks to Your Noble Shadow,2016,99.0,"['Biography', 'Documentary', 'History']",9.2,[],['James Creedon'],Thanks to Your Noble Shadow Biography Documentary History James Creedon 
tt0190489,movie,Itgaber: Le triomphe sur soi,1993,170.0,['Documentary'],9.2,[],['Eyal Sivan'],Itgaber: Le triomphe sur soi Documentary Eyal Sivan 
tt5289066,movie,La pas prin Bucuresti,2015,,['Documentary'],9.2,['Sandu Mihai Gruia'],['Florin Andreescu'],La pas prin Bucuresti Documentary Florin Andreescu Sandu Mihai Gruia
tt5671404,movie,It's a Potcake Life,2016,80.0,['Documentary'],9.2,[],['Evelyn O. Vaccaro'],It's a Potcake Life Documentary Evelyn O. Vaccaro 
tt4226176,movie,Deeper Allure,2015,60.0,"['Comedy', 'Drama', 'Romance']",9.2,"['Chris Arenzana Abad', 'Kenshin J.P. Abad', 'Phillip Abello', 'Bradford Adkins', 'Deepak Arora', 'Luke Brady']",['Leilani Amour Arenzana'],Deeper Allure Comedy Drama Romance Leilani Amour Arenzana Chris Arenzana Abad Kenshin J.P. Abad Phillip Abello Bradford Adkins Deepak Arora Luke Brady
tt3487306,movie,Una película de gente que mira películas,2012,70.0,['Documentary'],9.2,"['Pablo Mario Cignetti', 'Martin Garrido', 'Rodolfo Antonio Gramajo', 'Miguel Guzzo', 'Carlos Manuel Horazzi', 'Nora Mallebrera', 'Marco Rigiero']",[],Una película de gente que mira películas Documentary  Pablo Mario Cignetti Martin Garrido Rodolfo Antonio Gramajo Miguel Guzzo Carlos Manuel Horazzi Nora Mallebrera Marco Rigiero
tt5325012,movie,La Belle Vie: The Good Life,2015,62.0,"['Adventure', 'Documentary', 'History']",9.2,[],['Rachelle Salnave'],La Belle Vie: The Good Life Adventure Documentary History Rachelle Salnave 
tt0315284,movie,Bhagya Le Jurayo,2002,,[],9.2,"['Rajesh Hamal', 'Arjun Shrestha']",['Resh Raj Acharya'],Bhagya Le Jurayo  Resh Raj Acharya Rajesh Hamal Arjun Shrestha
tt4151864,movie,A Last Year in 114 Minutes,2014,114.0,['Documentary'],9.2,[],['Daniel Nicolae Djamo'],A Last Year in 114 Minutes Documentary Daniel Nicolae Djamo 
tt4973416,movie,Lost in Manhattan: The Love Story of Hymie and Thelma,2015,47.0,"['Comedy', 'Romance']",9.2,"['Dan Bender', 'Michael Bishop', 'Michael Brown', 'Mike Brown', 'Ian Buchman', 'Solomon Buchman', 'Noor Buckles', 'Michael Buckley', 'Danny L. Chapman']",['David Rudskin'],Lost in Manhattan: The Love Story of Hymie and Thelma Comedy Romance David Rudskin Dan Bender Michael Bishop Michael Brown Mike Brown Ian Buchman Solomon Buchman Noor Buckles Michael Buckley Danny L. Chapman
tt3545390,movie,A Curious Life,2014,78.0,"['Documentary', 'Music']",9.2,['Michael Eavis'],['Dunstan Bruce'],A Curious Life Documentary Music Dunstan Bruce Michael Eavis
tt4160330,movie,Witness Bahrain,2014,58.0,"['Documentary', 'War']",9.2,[],['Jen Marlowe'],Witness Bahrain Documentary War Jen Marlowe 
tt0178766,movie,Moon of the Desperados,1990,50.0,['Documentary'],9.2,['Jordie Thomson'],['Jeth Weinrich'],Moon of the Desperados Documentary Jeth Weinrich Jordie Thomson
tt3543026,movie,"Luz, Anima, Ação",2013,99.0,"['Biography', 'Documentary']",9.2,[],['Eduardo Calvet'],"Luz, Anima, Ação Biography Documentary Eduardo Calvet "
tt6417140,movie,Stromae: Racine Carrée - Live,2015,117.0,['Music'],9.2,['Stromae'],[],Stromae: Racine Carrée - Live Music  Stromae
tt4972442,movie,Sienna's Choice,2016,45.0,['Drama'],9.2,"['Dave Vescio', 'Carlos Carrasco', 'Charles Ouda']",['Linda Palmer'],Sienna's Choice Drama Linda Palmer Dave Vescio Carlos Carrasco Charles Ouda
tt3793864,movie,The Sand Box,2016,47.0,['Drama'],9.2,"['Sayeed Shahidi', 'Mark Collier', 'Justen Jones', ""Patrick O'Brien"", 'David Berger']",['Jennifer Kramer'],The Sand Box Drama Jennifer Kramer Sayeed Shahidi Mark Collier Justen Jones Patrick O'Brien David Berger
tt0177989,movie,A Prime Minister's Schedule,1998,76.0,['Documentary'],9.2,[],['Shahar Segal'],A Prime Minister's Schedule Documentary Shahar Segal 
tt5586664,movie,Some Sofia Bards and Other Local Birds,2015,60.0,['Documentary'],9.2,"['Anatoli Iliev', 'Stoyan Mitsov', 'Krasimir Parvanov', 'Stefan Radev', 'Plamen Sivov', 'Atanas Sokurov']",['Irina Kitova'],Some Sofia Bards and Other Local Birds Documentary Irina Kitova Anatoli Iliev Stoyan Mitsov Krasimir Parvanov Stefan Radev Plamen Sivov Atanas Sokurov
tt3801246,movie,Bahêa Minha Vida: O Filme,2011,100.0,"['Documentary', 'Sport']",9.2,[],['Marcio Cavalcante'],Bahêa Minha Vida: O Filme Documentary Sport Marcio Cavalcante 
tt3521080,movie,Comandos Indestructibles,2014,90.0,"['Action', 'Comedy']",9.2,"['Pablo Mascialino', 'Pablo Panaro', 'Facundo Serrano', 'Diego Shaalo', 'Ignacio Huang', 'Daniel Volonté', 'Juan Carlos Nozzi', 'Gonzalo Roldán']",['Carlos De La Fuente'],Comandos Indestructibles Action Comedy Carlos De La Fuente Pablo Mascialino Pablo Panaro Facundo Serrano Diego Shaalo Ignacio Huang Daniel Volonté Juan Carlos Nozzi Gonzalo Roldán
tt0319165,movie,Chandrawal,1984,109.0,['Drama'],9.2,"['Jagat Singh Jakhar', 'Raju Maan', 'Devi Shanker Prabhaker', 'Onkar Singh', 'Manphool Singh Dangi', 'Anoop Lather', 'Dariyav Singh Malik', 'Nasib Singh Kundu', 'Prashant Shukal']",['Jayant Prabhakar'],Chandrawal Drama Jayant Prabhakar Jagat Singh Jakhar Raju Maan Devi Shanker Prabhaker Onkar Singh Manphool Singh Dangi Anoop Lather Dariyav Singh Malik Nasib Singh Kundu Prashant Shukal
tt5658252,movie,2wenty9ine,2006,,"['Drama', 'Romance']",9.2,"['Nico Baumbach', 'Marcos Estebez']",['Marcello Daciano'],2wenty9ine Drama Romance Marcello Daciano Nico Baumbach Marcos Estebez
tt5666158,movie,Devout,2016,88.0,"['Documentary', 'Family']",9.2,[],['James Higginson'],Devout Documentary Family James Higginson 
tt3887570,movie,Beautiful Births,2014,59.0,"['Documentary', 'Family']",9.2,[],['Jacqui Blue'],Beautiful Births Documentary Family Jacqui Blue 
tt0424189,movie,Isn't This a Time! A Tribute Concert for Harold Leventhal,2004,90.0,['Documentary'],9.2,[],['Jim Brown'],Isn't This a Time! A Tribute Concert for Harold Leventhal Documentary Jim Brown 
tt6675482,movie,Hollow: An Interactive Documentary,2013,,['Documentary'],9.2,[],['Elaine McMillion Sheldon'],Hollow: An Interactive Documentary Documentary Elaine McMillion Sheldon 
tt1855966,movie,26.2 The Road to Here,2011,55.0,"['Documentary', 'Sport']",9.2,[],['Lefteris Fylaktos'],26.2 The Road to Here Documentary Sport Lefteris Fylaktos 
tt1817298,movie,Wimbledon Official Film 2006,2006,52.0,['Documentary'],9.2,['Roger Federer'],['Cathy Jones'],Wimbledon Official Film 2006 Documentary Cathy Jones Roger Federer
tt18247294,movie,The Wired Prut,2011,,['Documentary'],9.2,[],['Leontina Vatamanu'],The Wired Prut Documentary Leontina Vatamanu 
tt1831602,movie,Carmen G,2012,87.0,"['Drama', 'Thriller']",9.2,"['Reid Andres', 'Sebastian Reyes Llinas', 'Albert Reyes', 'Amerindia Laz', 'Genesis Vasquez', 'Leon Alberto Vasquez']","['Hernan Herrera', 'Pierangeli Llinas']",Carmen G Drama Thriller Hernan Herrera Pierangeli Llinas Reid Andres Sebastian Reyes Llinas Albert Reyes Amerindia Laz Genesis Vasquez Leon Alberto Vasquez
tt1833535,movie,The Bolshoi Ballet: Live From Moscow - Coppelia,2011,165.0,[],9.2,"['Vyacheslav Lopatin', 'Gennadi Yanin', 'Alexander Fadeyechev', 'Alexander Petukhov']",['Vincent Batallion'],The Bolshoi Ballet: Live From Moscow - Coppelia  Vincent Batallion Vyacheslav Lopatin Gennadi Yanin Alexander Fadeyechev Alexander Petukhov
tt0932537,movie,Konstantin and Mouse,2006,65.0,['Documentary'],9.2,[],['Andrei Zagdansky'],Konstantin and Mouse Documentary Andrei Zagdansky 
tt7979102,movie,Mr D Original: My Revolver,1999,,['Music'],9.2,['Mr. D. Original'],['Dylan Verrechia'],Mr D Original: My Revolver Music Dylan Verrechia Mr. D. Original
tt1857792,movie,Mohaan Aawatey,2011,117.0,"['Action', 'Thriller']",9.2,"['Sanjay Narvekar', 'Vinay Apte', 'Ashok Shinde', 'Kamlakar Satputhe', 'Prasad Pandit', 'Anand Alkunte']",['Subhash Kale'],Mohaan Aawatey Action Thriller Subhash Kale Sanjay Narvekar Vinay Apte Ashok Shinde Kamlakar Satputhe Prasad Pandit Anand Alkunte
tt0460538,movie,De prijs van overleven,2003,56.0,['Documentary'],9.2,[],['Louis van Gasteren'],De prijs van overleven Documentary Louis van Gasteren 
tt0887275,movie,Sentenced: Buried Alive,2006,125.0,"['Documentary', 'Music']",9.2,[],['Mika Ronkainen'],Sentenced: Buried Alive Documentary Music Mika Ronkainen 
tt0874915,movie,Human Heart Explodes,2006,75.0,['Documentary'],9.2,"['Josh Greene', 'Allyn Howe', 'Andrew Orefice', 'John Orefice']",['Helder Mira'],Human Heart Explodes Documentary Helder Mira Josh Greene Allyn Howe Andrew Orefice John Orefice
tt0852991,movie,Preserve Me a Seat,2006,104.0,['Documentary'],9.2,['Sean Doerr'],['Jim Fields'],Preserve Me a Seat Documentary Jim Fields Sean Doerr
tt0842027,movie,The Situation,2006,60.0,['Drama'],9.2,"['Charlie Brown', 'Joseph Childers', 'Roberto Ciprian', 'Howard Collins', 'James Dobbins']",['Johnathan Tucker'],The Situation Drama Johnathan Tucker Charlie Brown Joseph Childers Roberto Ciprian Howard Collins James Dobbins
tt1954276,movie,Beto! The Bad Boy of Thompson Street,2011,100.0,['Crime'],9.2,"['Francisco De Arriba', 'Michael Wright', 'New York Joe Catalfumo', 'Robert Nicotra', 'Khalil Hill', 'Johnny Sunkist', 'Christopher Gambino', 'Donegal Fitzgerald', 'Anthony Wesley']",['Francisco De Arriba'],Beto! The Bad Boy of Thompson Street Crime Francisco De Arriba Francisco De Arriba Michael Wright New York Joe Catalfumo Robert Nicotra Khalil Hill Johnny Sunkist Christopher Gambino Donegal Fitzgerald Anthony Wesley
tt0835358,movie,Garbage,1996,,['Documentary'],9.2,['Derich Wittliff'],['Peter Byck'],Garbage Documentary Peter Byck Derich Wittliff
tt8071058,movie,Chena Premer Golpo,2012,,['Family'],9.2,"['Arindam', 'Arindam Chatterjee', 'Vicky Deb', 'Kamal Sarkar']",['Narugopal Mandal'],Chena Premer Golpo Family Narugopal Mandal Arindam Arindam Chatterjee Vicky Deb Kamal Sarkar
tt1806761,movie,Ageroland,2010,50.0,"['Comedy', 'Documentary']",9.2,['Sabato Cuomo'],['Carlotta Cerquetti'],Ageroland Comedy Documentary Carlotta Cerquetti Sabato Cuomo
tt1789833,movie,Marco Polo's Shangri-La,2006,90.0,['Documentary'],9.2,['Louis Fantasia'],['Chris D. Nebe'],Marco Polo's Shangri-La Documentary Chris D. Nebe Louis Fantasia
tt1787072,movie,Greenwashers,2010,57.0,"['Adventure', 'Comedy', 'Documentary']",9.2,"['Scot Case', 'Andrew Havenhand', 'Bret Malley', 'Bill McKibben', 'Kelli Pennington']",['Bret Malley'],Greenwashers Adventure Comedy Documentary Bret Malley Scot Case Andrew Havenhand Bret Malley Bill McKibben Kelli Pennington
tt0992972,movie,I'm Rick James,2009,,['Documentary'],9.2,[],['Perry Santos'],I'm Rick James Documentary Perry Santos 
tt1785483,movie,Ms. Conceptions,1995,60.0,['Documentary'],9.2,[],['Ric Esther Bienstock'],Ms. Conceptions Documentary Ric Esther Bienstock 
tt1774314,movie,Cape Town Soup,2010,,['Documentary'],9.2,"['Christopher Beukes', 'John Cartwright', 'Chumani Matitibala', 'Amkele Mandla Nyamza', 'Marlon Snijders', 'Sinetemba Tati']","['Marieke Helmus', 'Femke Monteny', 'Yoka van Zuijlen']",Cape Town Soup Documentary Marieke Helmus Femke Monteny Yoka van Zuijlen Christopher Beukes John Cartwright Chumani Matitibala Amkele Mandla Nyamza Marlon Snijders Sinetemba Tati
tt10101734,movie,One Direction: I Love One Direction,2013,67.0,"['Documentary', 'Music']",9.2,[],['Tara Pirnia'],One Direction: I Love One Direction Documentary Music Tara Pirnia 
tt10189094,movie,Munn Arivippu,1993,,['Drama'],9.2,"['Chinni Jayanth', 'Napolean', 'R. Sarathkumar']",['R.B. Bhuvan'],Munn Arivippu Drama R.B. Bhuvan Chinni Jayanth Napolean R. Sarathkumar
tt1756640,movie,Nero's Guests,2009,55.0,['Documentary'],9.2,[],['Deepa Bhatia'],Nero's Guests Documentary Deepa Bhatia 
tt8282940,movie,Lobhi Papi,1990,,['Comedy'],9.2,"['Hari Bansha Acharya', 'Bhuwan K.C.', 'Rajaram Poudel', 'Madan Krishna Shrestha']",['Yadav Kharel'],Lobhi Papi Comedy Yadav Kharel Hari Bansha Acharya Bhuwan K.C. Rajaram Poudel Madan Krishna Shrestha
tt1045626,movie,"Jonna's Body, Please Hold",2007,46.0,['Comedy'],9.2,"['Michael Edwin', 'James Shanklin', 'Ed Marques', 'Eli Bildner']",['Adam Bluming'],"Jonna's Body, Please Hold Comedy Adam Bluming Michael Edwin James Shanklin Ed Marques Eli Bildner"
tt8307226,movie,Khairlanjichya Mathyawar,2014,,['Drama'],9.2,"['Tukaram Bidkar', 'Vijay Dive', 'Anant Jog', 'Mangesh Rao Kangane', 'Mangesh', 'Pradeep Nawale', 'Pradeep Patwardhan', 'Milind Shinde', 'Ganesh Sonawane']",['Raju Meshram'],Khairlanjichya Mathyawar Drama Raju Meshram Tukaram Bidkar Vijay Dive Anant Jog Mangesh Rao Kangane Mangesh Pradeep Nawale Pradeep Patwardhan Milind Shinde Ganesh Sonawane
tt1722519,movie,When My Child Is Born,2010,74.0,['Documentary'],9.2,[],"['Jing Guo', 'Dingding Ke']",When My Child Is Born Documentary Jing Guo Dingding Ke 
tt1707238,movie,Link,2011,111.0,"['Drama', 'Fantasy', 'Thriller']",9.2,"['Jung Chan', 'Ryu Deok-hwan', 'Kim Young-jae']",['Woody Han'],Link Drama Fantasy Thriller Woody Han Jung Chan Ryu Deok-hwan Kim Young-jae
tt1704233,movie,Road Dogs,2011,85.0,"['Comedy', 'Documentary', 'Drama']",9.2,['Jason Edwards'],['Shane Aquino'],Road Dogs Comedy Documentary Drama Shane Aquino Jason Edwards
tt1699158,movie,The Legend of Pale Male,2009,85.0,['Documentary'],9.2,[],['Frederic Lilien'],The Legend of Pale Male Documentary Frederic Lilien 
tt0824749,movie,The Distance,2005,,"['Documentary', 'Sport']",9.2,"['Bones Adams', 'Eric Amgar', 'Art Aragon', 'Vasil Chuck Bodak', 'Bob Case', 'Bobby Chacon', 'Gerry Cooney', 'Andy Dick', 'Macka Foley', 'Vernon Forrest']",['Ash Adams'],The Distance Documentary Sport Ash Adams Bones Adams Eric Amgar Art Aragon Vasil Chuck Bodak Bob Case Bobby Chacon Gerry Cooney Andy Dick Macka Foley Vernon Forrest
tt0819369,movie,No Island: The Palmers Kidnapping of 1977,2006,92.0,['Documentary'],9.2,[],['Alexander Binder'],No Island: The Palmers Kidnapping of 1977 Documentary Alexander Binder 
tt2006716,movie,Death of an Indie label,2011,,"['Documentary', 'Music']",9.2,['Seven the General'],[],Death of an Indie label Documentary Music  Seven the General
tt2142691,movie,AKA Blondie,2012,52.0,"['Biography', 'Documentary']",9.2,"['Nehemiah Franklin', 'Jeremy Morris']",['Jon Watts'],AKA Blondie Biography Documentary Jon Watts Nehemiah Franklin Jeremy Morris
tt2292971,movie,The Face of Birth,2012,90.0,['Documentary'],9.2,[],"['Gavin Banks', 'Kate Gorman']",The Face of Birth Documentary Gavin Banks Kate Gorman 
tt2290629,movie,Old Prison,2012,60.0,['Drama'],9.2,"['Hideki Fujioka', 'Shûgo Oshinari', 'Toshiki Masuda', 'Kôji Yokokawa', 'Gajirô Satô', 'Akiyuki Miyamoto', 'Tomokazu Yamaguchi']",['Masato Tsujioka'],Old Prison Drama Masato Tsujioka Hideki Fujioka Shûgo Oshinari Toshiki Masuda Kôji Yokokawa Gajirô Satô Akiyuki Miyamoto Tomokazu Yamaguchi
tt2287946,movie,Bad Medicine: The Human Cost of Animal Experiments,2007,46.0,['Documentary'],9.2,['Basil Soper'],[],Bad Medicine: The Human Cost of Animal Experiments Documentary  Basil Soper
tt2275974,movie,How It All Began: Origins of the Healing Tao System,2013,93.0,['Documentary'],9.2,,,How It All Began: Origins of the Healing Tao System Documentary  
tt2274732,movie,Born and Bred,2012,46.0,"['Biography', 'Documentary', 'Family']",9.2,[],['Dimitris Tranos'],Born and Bred Biography Documentary Family Dimitris Tranos 
tt7423406,movie,Wild Flight: Conquest of the Skies 3D,2016,,['Documentary'],9.2,['Mark Bonnar'],['David Lee'],Wild Flight: Conquest of the Skies 3D Documentary David Lee Mark Bonnar
tt0478408,movie,Firenze città aperta,2002,50.0,['Documentary'],9.2,[],"['Stefano Lorenzi', 'Federico Micali', 'Teresa Paoli']",Firenze città aperta Documentary Stefano Lorenzi Federico Micali Teresa Paoli 
tt22092844,movie,Life: Treis,2016,50.0,"['Comedy', 'Crime', 'Drama']",9.2,"['Dimitris Pantazis', 'Elias Kiriakopoulos', 'Andreas Kiriakopoulos']",['Elias Kiriakopoulos'],Life: Treis Comedy Crime Drama Elias Kiriakopoulos Dimitris Pantazis Elias Kiriakopoulos Andreas Kiriakopoulos
tt0482639,movie,The Winter Sun Is a Lie,2005,98.0,['Drama'],9.2,"['Tim Davenport', 'Sean Graham', 'Daniel Hamilton']",['Nassim Abassi'],The Winter Sun Is a Lie Drama Nassim Abassi Tim Davenport Sean Graham Daniel Hamilton
tt2190364,movie,O Fado da Bia,2012,60.0,"['Biography', 'Documentary']",9.2,"['Camané', 'Carlos do Carmo', 'Jorge Fernando']",['Diogo Varela Silva'],O Fado da Bia Biography Documentary Diogo Varela Silva Camané Carlos do Carmo Jorge Fernando
tt2188776,movie,Openings: The Search for Harry,2012,103.0,"['Comedy', 'Documentary', 'Drama']",9.2,"['Jordan Leigh', 'Jami Boyle', 'Gary Crow-Willard', 'Jude Moran', 'Suraj Thapa', 'Tom Auclair']",['Mark McGinnis'],Openings: The Search for Harry Comedy Documentary Drama Mark McGinnis Jordan Leigh Jami Boyle Gary Crow-Willard Jude Moran Suraj Thapa Tom Auclair
tt2158521,movie,Haiti: Harvest of Hope,1994,57.0,['Documentary'],9.2,[],['Kevin Pina'],Haiti: Harvest of Hope Documentary Kevin Pina 
tt0114900,movie,We Are the Champions,1985,90.0,"['Documentary', 'Music']",9.2,,,We Are the Champions Documentary Music  
tt2144051,movie,"Geronimo Stilton, el musical del Regne de la Fantasia",2011,,"['Family', 'Musical']",9.2,"['Enric Boixadera', 'Enric Cambray', 'Òscar Jarque', 'Òscar Jarque', 'Marc Pociello']",['Paulí Subirà'],"Geronimo Stilton, el musical del Regne de la Fantasia Family Musical Paulí Subirà Enric Boixadera Enric Cambray Òscar Jarque Òscar Jarque Marc Pociello"
tt0496309,movie,Growing Old,2006,72.0,['Documentary'],9.2,[],['Michael Neel'],Growing Old Documentary Michael Neel 
tt2008619,movie,Romania! Romania!,2006,58.0,['Documentary'],9.2,[],['Radu Gabrea'],Romania! Romania! Documentary Radu Gabrea 
tt21093708,movie,Örjan Lax,2008,60.0,['Comedy'],9.2,['Johan Rheborg'],[],Örjan Lax Comedy  Johan Rheborg
tt7550322,movie,Gangs of London,2000,118.0,['Drama'],9.2,"['Seamus Fraser', 'Nigel Greaves', 'Isaac Lacrone', 'Mitch Mallum', 'Andrew C. Mathews']",['Andrew C. Mathews'],Gangs of London Drama Andrew C. Mathews Seamus Fraser Nigel Greaves Isaac Lacrone Mitch Mallum Andrew C. Mathews
